Acc_X,Acc_Y,Acc_Z,Rot_X,Rot_Y,Rot_Z,tempC,time,lat,lng,alt,speed_kmh,satellite_amount;
10.57,-2.01,-0.26,0.57,0.31,-0.43,25.32,21:03:18,48.224864500,15.633419333,281.10,2.74,7;
9.62,0.64,0.81,-0.23,-0.57,-0.45,25.31,21:03:19,48.224858000,15.633403500,282.80,3.69,6;
12.46,-2.54,1.50,-0.32,0.16,-0.02,25.29,21:03:20,48.224853500,15.633389167,282.90,3.48,7;
8.65,-1.80,-0.29,0.13,0.46,0.47,25.29,21:03:21,48.224845167,15.633374333,283.00,3.69,7;
10.70,-1.09,-1.02,0.33,0.31,0.06,25.29,21:03:22,48.224840833,15.633364333,283.10,1.35,7;
9.65,0.41,0.04,-0.36,-0.22,-0.18,25.28,21:03:23,48.224838500,15.633356500,282.90,1.91,7;
8.40,0.70,-2.40,-3.97,0.09,-0.20,25.26,21:03:24,48.224831667,15.633342167,284.00,3.20,7;
11.41,-1.93,3.99,-3.32,0.90,0.75,25.24,21:03:26,48.224819000,15.633313167,285.30,3.20,7;
3.11,3.36,-1.47,-8.19,-0.67,0.46,25.23,21:03:26,48.224819000,15.633313167,285.30,3.20,7;
10.69,-3.65,6.42,0.62,1.72,-1.24,25.22,21:03:26,48.224819000,15.633313167,285.30,3.20,7;
6.80,1.88,-0.95,-2.98,0.05,3.18,25.22,21:03:26,48.224819000,15.633313167,285.30,3.20,7;
9.33,-0.69,3.95,-0.31,0.73,-0.72,25.20,21:03:26,48.224819000,15.633313167,285.30,3.20,7;
5.85,-2.64,6.04,-4.01,0.94,-0.24,25.20,21:03:31,48.224825167,15.633292833,285.30,2.87,7;
9.35,-0.05,-2.17,-0.60,-0.00,0.28,25.17,21:03:32,48.224825667,15.633283167,288.50,2.17,7;
6.92,0.68,-6.91,-0.03,-0.42,-0.54,25.17,21:03:33,48.224814000,15.633263000,287.60,3.54,7;
3.73,2.91,-5.98,-0.21,1.97,-1.79,25.17,21:03:34,48.224792000,15.633228333,285.00,3.59,7;
9.14,3.78,-0.50,0.06,0.09,0.62,25.17,21:03:35,48.224783833,15.633215500,284.30,2.82,7;
9.57,2.73,1.02,0.00,-0.35,-0.09,25.15,21:03:36,48.224774000,15.633199667,283.60,3.67,7;
9.62,4.81,-0.23,-0.12,-0.16,-0.09,25.14,21:03:37,48.224766333,15.633178500,282.70,4.46,7;
7.67,3.45,0.89,0.22,0.15,0.34,25.15,21:03:39,48.224754667,15.633139167,281.70,4.46,7;
10.09,4.50,1.15,-0.42,0.80,-0.56,25.13,21:03:39,48.224754667,15.633139167,281.70,4.46,7;
7.63,-3.76,4.71,1.96,-0.54,-0.93,25.10,21:03:39,48.224754667,15.633139167,281.70,4.46,7;
10.55,-4.32,3.80,-0.17,0.44,-0.35,25.11,21:03:39,48.224754667,15.633139167,281.70,4.46,7;
7.35,-3.11,1.63,0.56,0.27,-0.69,25.09,21:03:39,48.224754667,15.633139167,281.70,4.46,7;
13.95,-1.68,-0.36,-0.30,-0.33,-0.94,25.08,21:03:44,48.224755167,15.633087833,281.70,2.28,7;
7.99,1.79,1.64,-0.90,0.47,-0.40,25.08,21:03:45,48.224749500,15.633071667,281.70,3.19,7;
12.95,-0.70,8.94,-0.61,1.43,0.37,25.07,21:03:46,48.224749167,15.633063667,280.70,1.89,7;
6.12,-4.69,2.29,-0.09,0.27,-0.58,25.05,21:03:47,48.224752000,15.633052667,280.60,3.43,7;
6.58,-2.78,7.93,1.71,0.54,-0.87,25.03,21:03:48,48.224750333,15.633047333,280.60,0.72,7;
-0.25,-0.46,14.91,0.15,-0.02,0.90,25.02,21:03:49,48.224741667,15.633019500,279.90,6.02,7;
2.83,-0.41,10.49,0.50,2.29,-0.93,25.01,21:03:50,48.224734833,15.633007167,279.90,2.19,7;
-8.89,0.88,6.43,0.54,0.07,-0.32,24.99,21:03:52,48.224719667,15.632980333,278.50,2.19,7;
8.06,1.91,3.26,-1.20,-0.92,-0.74,24.99,21:03:52,48.224719667,15.632980333,278.50,2.19,7;
3.47,1.40,-3.91,0.07,0.93,-0.90,24.97,21:03:52,48.224719667,15.632980333,278.50,2.19,7;
0.92,-2.97,-10.53,-0.09,-0.74,-1.61,24.95,21:03:52,48.224719667,15.632980333,278.50,2.19,7;
-0.62,-2.29,-8.72,0.70,0.30,-0.10,24.96,21:03:52,48.224719667,15.632980333,278.50,2.19,7;
-2.94,-1.01,-9.75,0.96,0.78,0.38,24.94,21:03:57,48.224635167,15.632828833,278.50,7.09,7;
-3.10,-3.85,-6.56,1.57,0.87,0.75,24.94,21:03:58,48.224625333,15.632803667,278.50,4.07,7;
1.21,-5.08,-9.85,-2.74,-1.35,1.97,24.92,21:03:59,48.224623667,15.632807000,266.40,1.30,7;
-1.26,-3.56,-10.17,-0.46,-0.66,-1.18,24.92,21:04:00,48.224604333,15.632807667,270.20,9.70,7;
-1.61,-1.63,-8.02,0.35,0.59,-0.28,24.91,21:04:01,48.224594500,15.632794500,271.50,5.82,7;
-3.34,-0.69,-11.51,2.16,0.71,-0.01,24.90,21:04:02,48.224590000,15.632787333,271.70,2.31,7;
-2.96,-4.59,-6.74,1.12,1.08,0.46,24.90,21:04:04,48.224577000,15.632792167,271.40,6.11,7;
0.18,-3.92,-9.06,-2.25,-0.83,0.14,24.90,21:04:05,48.224576667,15.632770500,272.80,6.11,7;
-1.52,-3.45,-10.38,-0.49,-0.46,-0.40,24.90,21:04:05,48.224576667,15.632770500,272.80,6.11,7;
-1.47,-1.55,-7.25,0.14,0.32,0.07,24.89,21:04:05,48.224576667,15.632770500,272.80,6.11,7;
-4.20,-0.40,-10.48,1.37,0.20,-0.63,24.90,21:04:05,48.224576667,15.632770500,272.80,6.11,7;
-1.79,-4.22,-6.60,-0.56,0.49,-0.02,24.88,21:04:05,48.224576667,15.632770500,272.80,6.11,7;
-0.49,-3.53,-11.22,-1.25,-2.16,0.34,24.89,21:04:10,48.224560833,15.632725667,272.80,1.93,7;
-1.77,-2.63,-12.60,0.48,-0.46,-0.03,24.88,21:04:11,48.224560500,15.632712000,272.80,5.87,7;
1.45,-2.72,-6.47,-0.07,0.20,1.05,24.89,21:04:12,48.224553500,15.632702333,273.90,5.11,7;
-5.07,-1.74,-8.85,1.15,0.59,-0.83,24.87,21:04:13,48.224554833,15.632688833,272.20,3.52,7;
-1.78,-4.30,-6.23,-0.97,0.69,-0.49,24.87,21:04:14,48.224549500,15.632686333,272.10,1.31,7;
-0.72,-3.25,-9.91,-0.81,-2.30,-0.68,24.87,21:04:15,48.224541667,15.632641167,265.50,11.46,7;
-3.48,-2.67,-13.09,0.39,-0.11,-0.48,24.87,21:04:17,48.224530167,15.632624333,266.90,2.63,7;
0.31,-2.14,-7.13,0.33,0.73,0.42,24.86,21:04:17,48.224530167,15.632624333,267.20,2.63,7;
-2.34,-0.63,-11.03,2.20,0.16,0.18,24.86,21:04:17,48.224530167,15.632624333,267.20,2.63,7;
2.23,-5.99,-5.06,-0.33,-0.35,-0.13,24.86,21:04:17,48.224530167,15.632624333,267.20,2.63,7;
6.05,-6.38,-6.34,-1.45,-3.64,-2.67,24.86,21:04:17,48.224530167,15.632624333,267.20,2.63,7;
5.93,-10.25,-6.36,0.66,0.02,-0.13,24.84,21:04:17,48.224530167,15.632624333,267.20,2.63,7;
4.49,-5.32,2.27,-0.63,0.79,-0.29,24.85,21:04:23,48.224496167,15.632536500,267.20,5.35,7;
7.53,-9.20,-6.39,0.85,-0.48,0.78,24.83,21:04:24,48.224493167,15.632512500,267.20,3.72,7;
1.34,-7.84,0.38,0.13,-0.14,-0.34,24.82,21:04:25,48.224489167,15.632498167,271.10,3.87,7;
5.75,-8.13,-0.01,-1.55,-0.33,0.40,24.81,21:04:26,48.224488667,15.632470500,269.30,6.56,7;
4.43,-8.75,-4.36,0.47,-1.61,-0.15,24.79,21:04:27,48.224485000,15.632445500,268.90,6.70,7;
2.45,-8.40,-1.54,0.57,0.27,-0.23,24.77,21:04:28,48.224477500,15.632430833,268.10,5.52,7;
2.45,-7.44,-4.20,-0.68,1.05,0.06,24.77,21:04:30,48.224469833,15.632413000,268.10,3.20,7;
6.87,-8.63,-6.08,-0.52,0.73,-0.98,24.77,21:04:30,48.224469833,15.632413000,270.80,3.20,7;
8.01,-2.09,-3.13,0.43,-0.01,-0.17,24.75,21:04:31,48.224462500,15.632395500,270.60,3.20,7;
8.13,-0.61,-1.44,0.00,0.03,-0.10,24.74,21:04:31,48.224462500,15.632395500,270.60,3.20,7;
11.89,-1.13,-2.20,0.63,0.06,0.48,24.74,21:04:31,48.224462500,15.632395500,270.60,3.20,7;
7.48,-0.08,0.06,-0.28,0.12,-0.22,24.73,21:04:31,48.224462500,15.632395500,270.60,3.20,7;
8.94,-1.34,-0.96,-1.32,0.69,-0.52,24.71,21:04:36,48.224445833,15.632354333,270.60,2.56,7;
12.60,-0.28,-3.34,0.14,-0.17,0.53,24.70,21:04:37,48.224451667,15.632337333,270.60,3.11,7;
9.33,-1.18,-3.22,0.84,0.92,0.54,24.70,21:04:38,48.224452000,15.632313000,273.30,5.44,7;
9.16,-0.57,4.45,-3.17,0.35,1.68,24.67,21:04:39,48.224451667,15.632299833,273.20,2.56,7;
10.79,-1.85,3.59,0.66,-0.42,-0.48,24.67,21:04:40,48.224446500,15.632289833,273.40,3.56,7;
8.83,-1.12,1.58,-1.34,0.54,1.69,24.65,21:04:41,48.224442167,15.632291667,275.90,2.35,7;
11.29,-2.70,2.67,-0.41,0.09,0.06,24.65,21:04:43,48.224438500,15.632275833,276.70,1.87,7;
9.10,-2.15,2.55,0.21,0.14,-0.06,24.64,21:04:43,48.224438500,15.632275833,277.50,1.87,7;
7.57,-0.39,0.12,0.44,0.06,0.60,24.63,21:04:43,48.224438500,15.632275833,277.50,1.87,7;
8.60,1.23,-8.34,0.19,-3.21,-0.93,24.62,21:04:43,48.224438500,15.632275833,277.50,1.87,7;
4.02,1.87,-5.42,-0.52,0.72,0.46,24.61,21:04:43,48.224438500,15.632275833,277.50,1.87,7;
6.15,1.18,-6.63,0.32,0.17,1.34,24.60,21:04:43,48.224438500,15.632275833,277.50,1.87,7;
8.94,-0.32,-7.96,-0.52,-0.52,0.30,24.60,21:04:49,48.224420000,15.632216000,277.50,1.89,7;
4.98,0.67,-9.18,0.20,0.24,-0.63,24.59,21:04:50,48.224414167,15.632209500,277.50,2.37,7;
5.47,1.68,-5.00,0.60,0.30,-0.77,24.58,21:04:51,48.224402000,15.632194000,278.40,4.70,7;
7.56,-0.47,-10.78,-1.55,-1.41,-1.66,24.57,21:04:52,48.224392000,15.632179000,277.90,2.02,7;
2.36,2.88,-8.74,-0.90,0.38,1.16,24.58,21:04:53,48.224386500,15.632172333,278.20,1.94,7;
2.58,3.56,-5.99,1.93,0.27,1.48,24.57,21:04:54,48.224381333,15.632158000,279.60,5.74,7;
3.92,1.01,-8.84,-0.35,-1.24,2.70,24.56,21:04:56,48.224378167,15.632147000,278.90,3.19,7;
2.41,0.54,-12.67,-0.50,-0.23,0.05,24.56,21:04:56,48.224378167,15.632147000,281.40,3.19,7;
0.74,2.61,-5.59,-0.11,-0.29,-0.70,24.56,21:04:56,48.224378167,15.632147000,281.40,3.19,7;
1.64,1.61,-9.13,-0.61,-0.54,0.38,24.55,21:04:56,48.224378167,15.632147000,281.40,3.19,7;
0.53,5.61,-11.30,-1.28,0.35,-1.19,24.55,21:04:56,48.224378167,15.632147000,281.40,3.19,7;
1.33,5.86,-4.07,0.78,1.45,-0.51,24.54,21:04:56,48.224378167,15.632147000,281.40,3.19,7;
2.35,3.23,-8.54,1.04,-1.29,0.28,24.54,21:05:02,48.224340000,15.632063333,281.40,2.04,7;
2.11,2.76,-11.55,-0.41,-0.21,0.51,24.54,21:05:03,48.224351667,15.632051833,281.40,5.56,7;
1.59,2.87,-8.74,-0.56,0.88,-0.92,24.53,21:05:04,48.224346833,15.632045500,276.50,3.78,7;
2.83,3.09,-5.87,0.47,-0.20,-1.05,24.54,21:05:05,48.224336500,15.632020500,273.60,2.28,7;
1.72,2.05,-11.21,-2.62,-0.52,-1.59,24.53,21:05:06,48.224336500,15.632002333,273.00,3.96,7;
1.37,4.17,-5.19,0.10,0.66,0.67,24.52,21:05:07,48.224332000,15.631977667,271.30,5.94,7;
2.21,4.16,-9.66,0.12,-1.38,1.84,24.51,21:05:09,48.224315000,15.632001833,273.70,1.93,7;
1.44,1.42,-11.01,-1.35,0.37,-0.31,24.51,21:05:09,48.224315000,15.632001833,272.90,1.93,7;
3.32,2.91,-6.29,0.69,0.17,-2.91,24.50,21:05:09,48.224315000,15.632001833,272.90,1.93,7;
2.92,1.63,-11.76,-1.16,-0.59,-1.45,24.51,21:05:09,48.224315000,15.632001833,272.90,1.93,7;
3.85,3.89,-6.04,0.88,-0.08,-0.23,24.49,21:05:09,48.224315000,15.632001833,272.90,1.93,7;
2.44,0.87,-10.03,-0.29,-0.36,0.63,24.48,21:05:09,48.224315000,15.632001833,272.90,1.93,7;
0.99,2.57,-7.60,-0.94,1.12,-0.54,24.48,21:05:15,48.224298667,15.631909833,272.90,5.67,7;
1.71,2.23,-7.98,0.63,-0.18,-0.63,24.48,21:05:16,48.224291167,15.631891167,272.90,4.22,7;
0.66,4.41,-12.16,-1.03,-0.07,-0.97,24.47,21:05:17,48.224299500,15.631881167,277.00,5.00,7;
3.65,5.21,-5.57,1.26,0.22,0.35,24.46,21:05:18,48.224300833,15.631870667,277.00,0.76,7;
4.79,1.69,-6.99,-0.16,-2.48,2.13,24.45,21:05:19,48.224289000,15.631848833,276.30,6.61,7;
8.61,0.89,-2.99,-0.77,-0.04,-0.18,24.45,21:05:20,48.224271167,15.631807333,272.10,4.44,7;
7.41,0.98,2.30,0.07,-0.22,-0.50,24.42,21:05:22,48.224259000,15.631724333,274.50,3.67,7;
10.13,5.46,3.48,0.69,0.73,0.67,24.41,21:05:22,48.224259000,15.631724333,272.70,3.67,7;
4.87,1.79,5.07,0.74,0.88,1.10,24.40,21:05:22,48.224259000,15.631724333,272.70,3.67,7;
2.91,-2.67,12.16,0.92,1.07,-3.61,24.39,21:05:22,48.224259000,15.631724333,272.70,3.67,7;
-2.38,-2.89,15.45,-0.81,0.90,-1.22,24.37,21:05:22,48.224259000,15.631724333,272.70,3.67,7;
0.55,-3.56,7.38,0.30,-0.43,0.57,24.36,21:05:22,48.224259000,15.631724333,272.70,3.67,7;
0.23,-1.24,12.57,-0.73,0.39,1.26,24.34,21:05:22,48.224259000,15.631724333,272.70,3.67,7;
-2.95,-6.45,8.00,-0.98,-0.08,0.28,24.32,21:05:29,48.224236167,15.631661500,272.70,3.20,7;
1.61,-5.60,7.11,1.42,-0.27,-0.75,24.30,21:05:30,48.224235167,15.631673000,279.00,1.43,6;
-1.39,-2.08,10.83,1.13,0.93,-0.81,24.28,21:05:31,48.224235333,15.631655833,278.70,3.82,7;
-2.91,-4.16,10.74,-1.11,-0.41,-0.61,24.26,21:05:32,48.224229667,15.631641333,278.70,3.87,7;
0.59,-4.22,8.56,0.29,-0.54,1.67,24.23,21:05:33,48.224222167,15.631626833,277.70,2.72,7;
-5.26,-4.99,14.50,-2.93,0.03,0.27,24.23,21:05:34,48.224220500,15.631618333,278.90,2.30,7;
-1.44,-5.37,6.33,1.13,-0.23,-0.55,24.20,21:05:35,48.224210833,15.631600833,278.00,4.74,7;
-2.22,-4.79,10.43,1.09,1.36,-1.23,24.18,21:05:35,48.224210833,15.631600833,278.00,4.74,7;
-3.31,-3.97,14.67,-0.55,0.93,-0.53,24.17,21:05:35,48.224210833,15.631600833,278.00,4.74,7;
-2.91,-3.72,7.97,-0.35,-1.05,0.37,24.14,21:05:35,48.224210833,15.631600833,278.00,4.74,7;
-4.45,-3.84,15.54,-2.01,0.37,0.21,24.12,21:05:35,48.224210833,15.631600833,278.00,4.74,7;
-0.65,-5.04,7.99,1.46,-0.09,-0.43,24.09,21:05:35,48.224210833,15.631600833,278.00,4.74,7;
-2.83,-3.98,9.28,0.90,1.34,-1.59,24.07,21:05:42,48.224154667,15.631500833,278.00,4.48,7;
-2.38,-3.94,14.68,-0.89,0.37,-0.19,24.05,21:05:43,48.224147500,15.631496667,278.10,2.74,7;
-0.59,-5.11,7.15,-0.09,-0.47,0.41,24.03,21:05:44,48.224142500,15.631492333,278.90,3.15,7;
-1.75,-2.79,9.78,0.29,0.17,0.45,23.99,21:05:45,48.224138000,15.631484000,279.80,3.59,7;
-5.31,-8.18,9.39,-0.62,-1.18,0.42,23.99,21:05:46,48.224127167,15.631458333,277.60,1.74,7;
-0.57,-6.38,6.99,1.13,0.43,-0.11,23.96,21:05:47,48.224125333,15.631453667,279.00,1.43,7;
7.64,6.00,1.24,-0.24,-0.62,-0.83,23.94,21:05:48,48.224123667,15.631443000,279.40,3.65,7;
2.94,8.18,-0.51,-0.02,-0.23,-1.19,23.94,21:05:50,48.224116000,15.631389500,275.60,3.65,7;
6.81,6.49,5.42,0.37,0.19,-1.55,23.92,21:05:50,48.224116000,15.631389500,275.60,3.65,7;
6.17,8.30,5.09,0.46,0.99,0.34,23.90,21:05:50,48.224116000,15.631389500,275.60,3.65,7;
1.99,7.17,1.99,1.99,-1.19,-2.11,23.88,21:05:50,48.224116000,15.631389500,275.60,3.65,7;
12.23,8.31,6.75,-2.10,0.43,1.60,23.86,21:05:50,48.224116000,15.631389500,275.60,3.65,7;
7.62,6.27,3.02,-0.06,0.34,0.88,23.85,21:05:55,48.224094833,15.631336167,275.60,2.89,7;
5.60,3.96,6.62,0.62,-0.08,-1.09,23.83,21:05:56,48.224086333,15.631331167,273.40,2.76,7;
3.01,3.56,9.08,-0.28,1.33,1.20,23.81,21:05:57,48.224092500,15.631330167,273.80,3.22,7;
2.91,-0.44,9.57,0.37,-0.02,-0.66,23.82,21:05:58,48.224092167,15.631328167,274.90,1.57,7;
1.42,2.09,9.23,0.77,-0.16,-1.25,23.81,21:05:59,48.224075667,15.631329167,277.60,6.37,7;
3.23,0.50,9.32,0.50,-0.45,0.79,23.78,21:06:00,48.224063333,15.631296000,275.60,3.80,7;
0.88,1.53,10.01,0.66,0.36,0.47,23.77,21:06:01,48.224058000,15.631290333,280.30,1.30,7;
-5.06,2.10,12.12,-0.07,0.62,2.27,23.75,21:06:01,48.224058000,15.631290333,280.30,1.30,7;
-0.73,-2.89,9.05,1.01,0.09,-1.09,23.73,21:06:01,48.224058000,15.631290333,280.30,1.30,7;
-1.34,0.35,14.28,0.47,-0.17,-0.48,23.72,21:06:01,48.224058000,15.631290333,280.30,1.30,7;
-6.20,0.57,5.66,-0.08,0.11,-0.38,23.70,21:06:01,48.224058000,15.631290333,280.30,1.30,7;
-6.92,1.04,8.96,-1.07,0.05,0.95,23.69,21:06:01,48.224058000,15.631290333,280.30,1.30,7;
-13.46,-0.31,5.40,-1.62,0.14,-0.76,23.68,21:06:08,48.224022500,15.631220167,280.30,3.41,7;
-7.56,-1.51,6.00,1.32,-1.27,0.89,23.65,21:06:09,48.224017333,15.631198333,283.50,3.37,7;
-9.25,-2.94,5.97,2.05,0.77,-0.61,23.64,21:06:10,48.224006000,15.631190500,283.70,5.26,7;
-0.93,1.72,16.40,0.24,0.21,0.15,23.62,21:06:11,48.223999167,15.631165333,284.00,8.17,7;
-3.08,-3.36,7.21,-0.20,0.06,-0.29,23.60,21:06:12,48.223995667,15.631153667,284.40,3.33,7;
-1.78,-2.61,11.27,-0.27,0.68,-0.01,23.60,21:06:13,48.223994167,15.631144167,285.00,2.85,7;
-4.73,-9.09,7.03,-0.95,-0.84,-0.24,23.58,21:06:14,48.223988500,15.631131833,285.50,3.83,7;
-1.36,-7.27,6.81,1.60,0.24,0.32,23.56,21:06:15,48.223979000,15.631105000,285.10,3.83,7;
-3.98,-6.57,6.53,1.21,1.14,-0.89,23.55,21:06:15,48.223979000,15.631105000,285.10,3.83,7;
-6.64,-7.40,12.15,-1.04,0.52,-1.67,23.52,21:06:15,48.223979000,15.631105000,285.10,3.83,7;
-1.72,-4.88,8.28,0.27,-0.82,1.13,23.50,21:06:15,48.223979000,15.631105000,285.10,3.83,7;
-5.47,-2.07,8.10,-0.06,0.82,-0.36,23.48,21:06:15,48.223979000,15.631105000,285.10,3.83,7;
-2.61,-7.73,4.46,0.26,-0.44,-0.26,23.47,21:06:21,48.223955167,15.630998333,285.10,2.89,7;
-2.41,-6.17,6.27,1.79,0.21,-0.50,23.44,21:06:22,48.223949000,15.630983500,277.40,1.30,7;
-4.57,-7.46,7.83,1.37,1.57,-1.08,23.43,21:06:23,48.223945833,15.630957667,277.00,7.78,7;
-5.40,-6.14,13.74,-0.66,0.45,-0.57,23.40,21:06:24,48.223940333,15.630931000,277.30,8.13,7;
-4.30,-4.92,7.05,-0.58,-0.27,-0.24,23.39,21:06:25,48.223925667,15.630920500,277.10,6.67,7;
-2.61,-3.61,9.37,0.19,-0.36,0.34,23.37,21:06:26,48.223917667,15.630900667,275.20,3.37,7;
-7.42,-4.42,10.62,-2.57,-0.59,-0.51,23.36,21:06:27,48.223919500,15.630890000,275.20,1.81,7;
-3.76,-6.46,6.15,0.43,-0.45,-0.57,23.35,21:06:28,48.223918500,15.630883000,276.80,1.81,7;
-2.18,-5.91,9.99,1.55,0.96,0.33,23.33,21:06:28,48.223918500,15.630883000,276.80,1.81,7;
-6.06,-2.67,9.66,1.28,0.67,-1.30,23.31,21:06:28,48.223918500,15.630883000,276.80,1.81,7;
-4.02,-4.02,9.21,-0.23,-0.86,0.49,23.29,21:06:28,48.223918500,15.630883000,276.80,1.81,7;
-2.05,-3.71,7.31,-0.03,-0.66,-0.04,23.27,21:06:28,48.223918500,15.630883000,276.80,1.81,7;
-7.81,-0.53,10.18,-0.71,0.81,0.50,23.25,21:06:34,48.223885167,15.630813833,276.80,9.96,7;
-4.06,-7.28,10.33,-1.22,-0.22,0.53,23.23,21:06:35,48.223872667,15.630810333,276.80,5.11,7;
-1.33,-5.31,8.52,1.16,0.10,0.17,23.21,21:06:36,48.223861500,15.630792833,276.10,7.11,7;
-3.95,-2.56,11.06,-0.40,0.69,-0.81,23.20,21:06:37,48.223858167,15.630779000,276.50,4.04,7;
-2.90,-2.79,8.86,-0.44,-1.33,0.50,23.19,21:06:38,48.223853833,15.630760000,276.30,4.91,7;
1.13,-1.34,11.20,1.32,0.16,0.13,23.18,21:06:39,48.223852500,15.630747667,276.30,3.07,7;
0.43,-2.13,9.25,-0.48,-0.39,0.37,23.16,21:06:41,48.223853000,15.630700667,278.60,6.67,7;
8.61,1.61,6.85,-1.23,-2.29,-0.21,23.14,21:06:42,48.223847833,15.630688167,275.80,6.67,7;
9.30,5.94,1.56,-0.08,1.89,0.20,23.13,21:06:42,48.223847833,15.630688167,275.80,6.67,7;
-6.89,2.62,6.00,-1.02,-0.44,0.50,23.11,21:06:42,48.223847833,15.630688167,275.80,6.67,7;
-13.04,1.50,4.65,-1.94,0.33,-1.23,23.11,21:06:42,48.223847833,15.630688167,275.80,6.67,7;
6.78,2.68,9.40,-0.42,-0.61,-0.70,23.07,21:06:42,48.223847833,15.630688167,275.80,6.67,7;
7.35,2.47,-2.53,2.63,-1.14,1.56,23.05,21:06:47,48.223803667,15.630607500,275.80,2.13,7;
4.77,-0.31,-9.22,1.22,-0.91,-1.61,23.05,21:06:48,48.223805667,15.630610500,275.80,1.94,7;
1.48,-0.67,-10.13,-0.94,-0.42,1.19,23.04,21:06:49,48.223807667,15.630615500,268.70,1.44,7;
4.88,-2.48,-6.07,-0.99,-0.40,-0.84,23.04,21:06:50,48.223804833,15.630627333,269.70,2.59,7;
4.08,-2.47,-8.71,0.57,0.32,-1.38,23.03,21:06:51,48.223805667,15.630633833,270.50,0.78,7;
5.45,-1.54,-7.54,-0.37,-0.29,0.26,23.04,21:06:52,48.223800667,15.630623667,267.90,1.31,7;
3.74,-0.24,-7.75,0.63,-0.45,-1.12,23.04,21:06:54,48.223792500,15.630620500,267.20,0.41,7;
2.44,-2.39,-7.66,1.10,0.21,0.86,23.04,21:06:54,48.223792500,15.630620500,266.20,0.41,7;
8.62,6.41,0.38,-2.50,1.87,1.71,23.04,21:06:54,48.223792500,15.630620500,266.20,0.41,7;
8.68,-2.20,0.55,-2.36,-0.64,0.57,23.02,21:06:54,48.223792500,15.630620500,266.20,0.41,7;
8.57,-4.08,-2.52,-4.10,-0.18,1.65,23.02,21:06:54,48.223792500,15.630620500,266.20,0.41,7;
9.31,3.05,2.52,-0.05,0.38,-0.06,23.02,21:06:54,48.223792500,15.630620500,266.20,0.41,7;
7.78,1.44,5.31,-0.35,0.92,0.33,23.00,21:07:00,48.223781167,15.630621333,266.20,0.06,7;
4.68,-3.06,8.06,0.47,-0.16,0.28,23.00,21:07:01,48.223784500,15.630620667,266.20,1.04,7;
4.98,-0.11,9.21,-0.47,-0.04,0.32,22.97,21:07:02,48.223783833,15.630617667,267.70,1.50,6;
7.54,-5.95,3.94,-0.14,0.05,-0.19,22.97,21:07:03,48.223793833,15.630610667,268.00,0.65,6;
6.79,-6.39,4.23,0.06,0.02,0.04,22.97,21:07:04,48.223792000,15.630607500,268.20,0.31,7;
6.70,-6.37,3.89,-0.12,0.12,0.09,22.95,21:07:05,48.223791500,15.630608167,269.10,0.04,7;
8.88,-0.61,8.54,0.96,-0.16,-1.62,22.94,21:07:07,48.223788667,15.630617833,270.40,1.17,7;
0.22,8.90,2.95,0.18,-0.14,-0.09,22.94,21:07:07,48.223788667,15.630617833,271.70,1.17,7;
